tx_id,nric,transaction,charity,message,hashed
TX 212,S0000011Z,602997,255253461Z,how is this,171620966eb435dcf08ce6dbe633d664557f1d3cfe11c0433767c6b6f4fd2522
TX 213,S0000011Z,25351,03575224W,another one,fdbd96d521b64b2306973233014b27ecceeb0fd187ca0c37fbfd384428459d2f
TX 214,S0000001Z,115192,255355835D,another one,64a666582d5e47dd99399426a68a7696a8d0cec85313ff89bfb951257a758a3e
TX 215,S0000045Z,549733,01326755W,,22e202be268fcdbd7f8b8764be50a445f6f28497eca97952ccd4981df3c2037b
TX 216,S0000047Z,357378,32610955B,how is this,ab6fc9625b2d7dedc78e8d47037f4bbfa465cfe909ef29a434bf135be96421a6
TX 217,S0000046Z,972409,03328428K,another one,6acfea6f227465a2bbe0c4c3cb4550f5e9510ad1af96edd204658b1dd951ab94
TX 218,S0000028Z,913144,251923769W,another one,8d35058b46629f3f6ed341fc17059e6c02443ac75b8594ba51e6749ba6eeefcc
TX 219,S0000018Z,409068,T58LL5834G,another one,e263fd216ece7f721e8940e823e76f80aac0d8c2c4db1013ca054d810c61ce4d
TX 220,S0000016Z,43777,198555585Z,another one,7f50281b031938cc68fd19d020cb702fc1f97154af0f5e0224c782cdf9d90bfa
TX 221,S0000049Z,667174,02915915K,how is this,e9fea3428358a598e5c2f72ea4c651938a8c1bbaf11ba83a509d3d546f7c60a4
TX 222,S0000027Z,727757,197752734N,another one,34bb7b984a57b6b95c41d4ca29bed6e78f3df963449113aa8dc339741e9ee251
TX 223,S0000034Z,880689,03575224W,another one,8825828c869e4f13606c8ca829b773fb6e777a4b3b8acd296d379c0fbf0f1510
TX 224,S0000038Z,844674,197752734N,another one,13ba03bf8fd633312064489847ad4efd32518b0fb56ee3ca4b5081d3ed19d7de
TX 225,S0000020Z,681893,03190098B,how is this,98cce8c60e9bc7dd2bfdac279b1116506478b12f9efbd012541c821270fc66b9
TX 226,S0000022Z,602092,32396555J,how is this,1ee846b4516c1b70bf24f18248e98b32ea8223215fcfdc40b58b23434b947385
TX 227,S0000005Z,192686,57807155J,,a99eef2796f75ee9f4c141aef85e07a173dc9d0e17f0c4554341e9cf7c57d1c2
TX 228,S0000030Z,571689,251526162K,how is this,4ee61cfd5b18f6061b7873fa55e743a93976ae73e16203b8d7522409b393fa5e
TX 229,S0000018Z,645565,44636355J,how is this,2a18ce347069886007b9a03ef707f29f8fd6544e1b37c28dbf7fabf86e08af55
TX 230,S0000021Z,211153,251834260M,,7ecd6c8bbc2afbef3fc3cdac3a3576ceda49bd8fdfe6a9ec4962b2b5d8cda9a3
TX 231,S0000020Z,923539,251041107E,another one,a7da4b41c00274213e456018a032dc7d7c19651777d0d3045cb3d13a731d5534
TX 232,S0000049Z,673008,03274191M,another one,dc0853030d5c3e86963508f683c97b2f698adcf54cfeaea5d447883f704c8b9f
TX 233,S0000040Z,99577,57807155J,how is this,41265c61b109dd98e3245e13ec2a0648db7cee34717fa9e9b6c78d5c527f73e9
TX 234,S0000042Z,645849,255859881D,,f13924a26b8cd66f1b013f43d785224f1be9097c21960cb4ec1681efa0fe7d6f
TX 235,S0000000Z,794253,02933481W,,3e5408bedbc508ec48776b3949cc2c3c0f316d86119130fda08907c12c70b9ad
TX 236,S0000049Z,16953,44636355J,,4797be1380fd3926e1de33cb68451a5feea3f9642bb02cfa7e96d96ba6925b19
TX 237,S0000025Z,28497,197752734N,another one,08f0d2aec588c6cdaba303596929d7cec03c5a016dcebfaffe5dc584ee9f7c40
TX 238,S0000031Z,621780,T58LL5834G,another one,f749c15cd7557554ba943066382eaddeff53033331a35ae60964527f3bda4fec
TX 239,S0000016Z,539229,199751445N,another one,136cb85661f3ac541ae1113e6b0ce1b3a13b311b07890e07e1e532856d4e152c
TX 240,S0000043Z,103225,57807155J,another one,e46432e8256e8f96d36f26c3aecc7c6449462612e7f5f3cefa5752b9ebc36a4b
TX 241,S0000016Z,499369,190655100R,how is this,7ea724c5ed87f93d8fdff3557cbaf115123bcb2550f40b176de1ae5ca700e02b
TX 242,S0000002Z,809827,255655587W,,cf370315406ce9d2ef90187d62e44eb93ff1104928822c73e226b555298f9ba1
TX 243,S0000049Z,385098,21982155,,2cc53e53a395cc1fc4f515d61546873c30b71214b9b2c375d4a4977eae7bcdbf
TX 244,S0000013Z,734926,251416730H,,a2c1475816d5615a2536895b45f62d800b327e1e715089a6857a6c506982d159
TX 245,S0000030Z,175241,25703355L,,94a86376ac5f2b8258069f73c6fa2f160b1387c5628ec1d421a9615e098b1275
TX 246,S0000039Z,790778,03558932K,,5d0023d03b134ea06b8317e21234785de2b75c7e76018b6e3ac4c0fbfe1072a4
TX 247,S0000034Z,250765,255921113D,another one,7596475823567c7020f6bbde33b0858c5bea154f04485473e7e3ec00634a9398
TX 248,S0000018Z,155723,44636355J,,f7d106641cb7ef3c432db8e8d64acf1f878726f2272bc5e63b3ce6f6b50877e8
TX 249,S0000005Z,771711,255052709M,,bec0ccfe10637050a7d4ede57017caa4f460de58c726f6300d99a7319469ed89
TX 250,S0000047Z,83988,02934765A,,d80a98e4421ac7b2afcad73adb356d05a2dcd524ee7199311d86fed5c7be9e4c
TX 251,S0000039Z,960144,26679755L,,1d400a49705131116aef820f805302b8c5e491d414c9eaa47ecc6006d790d9da
TX 252,S0000005Z,525720,02890046B,how is this,36c0e326490087a3f6192c236e43be8a838af40ab7b5d881748a297c1e2f284d
TX 253,S0000042Z,762266,57807155J,how is this,7ce5db262581e933f20d7afa6a1c1cf281030a4992096f9a3bd68ed5f4912e6a
TX 254,S0000043Z,190259,251416730H,,70d7888944278eb12e66a46a05b5b249d7c417431c141682a26d4c83de5603c1
TX 255,S0000016Z,276710,33071755D,,f5ccc6663963cf6c6eab45aad7bc5371a596e3e63be64b46401b6c41d02065a8
TX 256,S0000006Z,613859,25321855X,how is this,d0ff0d0b8fcb3e49f445e6719e78098ed3a86a1467aaa6cb0ff46963badcb43c
TX 257,S0000025Z,924376,02879120K,another one,86e400c79be19608a4cd442441256c8dfedf0df0780314a4ba38f36f31105d9e
TX 258,S0000039Z,770077,199252597N,how is this,3a98d4e27686d501a462a3de97dd9c09e9637219f19c371e9b3c2771e80cfd14
TX 259,S0000002Z,736860,255253461Z,how is this,743b0df0daaf3fbb2781ebdebfe0d1f00688ca213279f307f08baf4e7f202e9c
TX 260,S0000024Z,263116,03256174L,,1207797938f65437d51be53e1a208dea9177dfd00214afdf704b96bcb903ea85
TX 261,S0000034Z,167779,42939155E,,0f871ea83e5b5f571bbbbcec48e56440fcf90abd4a644ce8166ef23b38fc4afc
TX 262,S0000006Z,445655,199252597N,how is this,80176f71fd4f1e55bd984138645adad2933ccadb19842ef3a07d75cb28323ecc
TX 263,S0000028Z,682292,251923769W,another one,c71f26970d2e85aa18c8f488892108cacdcfbe24d0b90a3a332a997a50a6ae28
TX 264,S0000036Z,793323,01897655M,another one,ae29f6c8f28256e67a9b8d501d030d9722f18a523aba9a4fa4527949c6c9571e
TX 265,S0000024Z,946740,251923769W,another one,5e6c11423479a3172eaafc6a7cf4409f327fcc8194e340fab81dd3b36614a22a
TX 266,S0000030Z,788132,251718883H,,1207c74b5e94e0e6c3a9e3673deb2708b31b1a6e5ea1ede0acf9799c07582ca2
TX 267,S0000015Z,628813,02915915K,another one,43e9486e7905eb9e3814b123ef46c45d1957ac99b351f94a362b24f546a0f279
TX 268,S0000034Z,258050,03274191M,another one,d99614df4ed42f2db5ebf57ae0a337ebba5bb60a2193eec585e75b20509dd71a
TX 269,S0000030Z,574974,251041107E,how is this,cda2fd1efd4a33a4a66b96f4b7dc3f76c164c598be6093919c7b0db038aa04b8
TX 270,S0000022Z,455777,251323312W,how is this,d4b126bda936590f998ccff465614a3bd2847540370462f9cc8de9811a34f745
TX 271,S0000034Z,337595,57807155J,,f3a921c6cecb5f9c6e289dcb8163b18a288bc95dc3e160ee411d347e9b7803f1
TX 272,S0000049Z,308295,02879120K,how is this,8e0a1acf5109ca59c6d32b804e60892e9be2d8d97a538d85980ac8d1961f6183
TX 273,S0000029Z,685249,49802055K,how is this,c4ae6e5b66f4336770317265387aa78a7774f35697990448108ce32979f05992
TX 274,S0000000Z,469517,255355835D,,a103be59aa0dc0c0e51b47dcee43c2a879f4c6f712566fa4ab6639a0a6e22969
TX 275,S0000030Z,741133,255958748C,another one,5cc904e88e9b84dfe0fba67e5d91650ec41ff10e89259bcd2a417f4b03265f4e
TX 276,S0000008Z,29589,02934765A,another one,7cf616495732319f820255c7d6219f3afbf71562bd75b720327137e1d8564f05
TX 277,S0000000Z,324130,198555585Z,another one,b79f76ade8ac6632bb79ce13dff5676b30e1eb11935219094bb4371dfa5c0043
TX 278,S0000047Z,170358,03112086J,,d38ed061dbe428c17932cf0b4dbd9738dcb702da5445c2c23ceab1bf23032ab9
TX 279,S0000039Z,383806,251526162K,another one,a224cd87470dc773ead818624230d07338003c8fc3a1c99f23b046922c413683
TX 280,S0000042Z,557436,T10LL2533J,how is this,c257071df325955284211c1df9228c803bd22a87a6e9e084ddff49f341f603fd
TX 281,S0000000Z,454108,255813204K,how is this,9538c717577736cea853bd431bde6549be7484dc213683c5713be5793ae41984
TX 282,S0000023Z,435033,255152333H,how is this,10f9164b0193327a7ba2444844d28f66e45f97e34dacf1673854d08d425640ff
TX 283,S0000015Z,885235,03132389K,,6fb77e6ecdc9d81e58311cd06fb0f524a440fa94ef1dcb0b8859b1aa1995e8e6
TX 284,S0000049Z,341245,57082555E,how is this,e423d3818df6fa16e2a9bd92af4e4b4ecef45f8288f036f5649e9995ee213315
TX 285,S0000045Z,583317,251125007R,,53a760ce59494e8876082a6b115cded3bf174f59685903ea31e5e1c72b9cecfc
TX 286,S0000021Z,380603,03190098B,another one,ffe587dba8f9afd4ad2b4c52c55eb45394175318fb0fe0a198056140197c3138
TX 287,S0000031Z,409730,251323312W,another one,72b77c624dac5174d53787b8c0d75b6d3e4434badab86d75ba5cda200a62af1b
TX 288,S0000021Z,120400,01897655M,,dc45803661af9f04ed7cfffead710ab7e5e19557252b370ba0c937859f1a9133
TX 289,S0000013Z,490024,255722125M,another one,9a0ccfc11b69bbf9a6ab0987994ca575bf8169622e8cf9ae8fbb6fcd18ae212a
TX 290,S0000031Z,484996,255253461Z,another one,0dc05fe07a6dd6e751ac702ba1bd7f0982c3906c663c47cb403d8d25c9130799
TX 291,S0000012Z,11927,198555585Z,how is this,a6dadad348df60e450ad008e0d0f21788d35495b86e21d92907d8212992eb5d3
TX 292,S0000045Z,665494,199751445N,how is this,49a751abe85f84cbcbdd71b1fa426291c84cd7d2ddc9f07ddb9c7c5ff754c69b
TX 293,S0000024Z,679242,251656922C,another one,b04ce7e91b64b0359331af5c9b6e997fbe7f28b0bc4aa428973fd9b2c834eeb8
TX 294,S0000014Z,779505,255052709M,how is this,817c88718dc5a626c5a60547eb3a701117341552eeb45514ebf15e86e08a8965
TX 295,S0000043Z,178241,02844776M,,e256c8cd3418070ff74a4a55cd297cd833979c5f5150bc5cb222b2303071c96d
TX 296,S0000000Z,166739,42939155E,,89d26f8e05bff019c5de5734114bff9a95334a9cb368b936568ec0c5b675ee85
TX 297,S0000011Z,909862,03190098B,,5b3730c5372524060e4416833b2fc837d34011187c6188617c6cbc9a544b2da6
TX 298,S0000045Z,568263,251834260M,another one,586555e5bc2ad6cccfbb69702d3de7f694f5ca2f684f8828942e38763e4c6f66
TX 299,S0000017Z,494668,32396555J,,e436ec12f0bbbe54a89207b6ea93dee21a9e4008d142f1c6448c3862118c407f
TX 300,S0000030Z,303120,199252597N,,67bc585726edd63b73856c327586de2bf64feee777ddbf1f0a419409bd980cdb
TX 301,S0000017Z,906321,02933481W,,33c5686a9da05b8cc267f78ea86c1c435e5440bf08574e7ab149452820fb7177
TX 302,S0000026Z,678110,255722125M,,92c388d9f8bd12396f8356f3da72cada1cac24235d5b75db3e4a23fe677cc347
TX 303,S0000046Z,276051,199252597N,,3bcbd99961b2c9c3d0a54132a89c8a0c12668773a733cc86cc3d106bf0f68a23
TX 304,S0000039Z,193906,02890046B,another one,ed6c83b31beeca389fcfc71b320db0a4a49fcffe6ae84a554bc1ff6bc2b961e5
TX 305,S0000037Z,710617,02890046B,another one,f7b5f590c5d217fa1fcb7e559e48b009eed8e123191dc0f287b2460242bd8d54
TX 306,S0000004Z,111466,57807155J,how is this,66caaff44d8353ad028bcb8f597f6e063abb4327b52cfbd08db8bab7e0fc72b6
TX 307,S0000044Z,975769,255812206R,how is this,03f1c0930abc56d5470066d4e972cf709e5440763965c02f3299c1ca34a6b7f3
TX 308,S0000033Z,782129,03293827E,how is this,26935a85fce64193c8a3c6010802fe465cec13448790e515a98e817b4dfa14ad
TX 309,S0000017Z,423472,197755707Z,,603f8863ef212caee294de08549bf7abe45e85148d621065e208f479d1f67e9c
TX 310,S0000005Z,158245,35554555L,another one,25c26ae8955653118fa86068cb684cb17fd5cd831ec058eec56ef8cef8b38306
TX 311,S0000037Z,995413,25703355L,,ce1d587a672e6c2dd4105af74e482b811bce4bde14b3ba99e257e64d1eef6ddf
TX 312,S0000012Z,84461,03128197C,,fb2111787de9bb23370919264f03600bd8ba6a8a907535524991cf93b40541db
TX 313,S0000029Z,153036,03291869W,another one,21d6f8f9731b608a942c0957a1bef890e60d8c124f9d1fc137473092305d6482
TX 314,S0000024Z,215651,255052709M,how is this,95ed4a406ab2febc2599a679db7d614f99da29e74a761c69c88a9011e3fc9b4b
TX 315,S0000021Z,130903,03191778M,how is this,64f1b87ae6059e3db66e9944dbca50f34de8c10dcb94db93eda97af7f8e0e1b0
TX 316,S0000001Z,861786,199556151G,another one,b5712b8e9a9266a0f53fd58c50ec9e0183a2bbe75a5927876f73c029c8276606
TX 317,S0000033Z,22683,02933481W,another one,b71ae8160d9b95f784da482ade2341564dc3316f4d6fbe66b4abb18e2a1efd6a
TX 318,S0000010Z,566079,03293827E,how is this,a62bea11327eca0b57a27a7c30c11c630b5bef3230cdd6573769684e3514536b
TX 319,S0000039Z,801273,T17LL5546H,how is this,ef6d5e990a79ae27636a59f4a03f178c146eabae6f928d97828ded7c505fdf1a
TX 320,S0000031Z,455532,46281055E,how is this,4fcb80a9d22f106d5510b2876ae84b64cc215465c30df5dea630b69ec7e99f8c
TX 321,S0000037Z,259692,57807155J,how is this,c8129c90caa8d7d2284e8652b76642da904b4add66e8f01673f3e3724fb01ee9
TX 322,S0000021Z,32630,199252597N,another one,6005a4d3c3fb2171c28e9eecdf59c08a87b1f2960fe8902e907586799b7ed043
TX 323,S0000012Z,971568,199455588G,,9b5f8b783c4ff233da05000b42df1d300dfa3a0341e617eb0417a02dcc3f7e69
TX 324,S0000003Z,573663,32396555J,another one,2568a842190063aee9449a123cc8bec7694edd52cd964f86947458120b7e7377
TX 325,S0000046Z,300087,02871013E,another one,1fba51bf8f5421efcbd40534745da6b4b003216ecc0806f0e48eacf8f05be4e1
TX 326,S0000016Z,617639,251416730H,,9d53e2b5039c0988100af94b977325dca50825ea488abc84ba8214189b8024be
TX 327,S0000036Z,568372,03128197C,how is this,c2cf12b7e48607a48b34ff05acfe26d88e6c203e25eb8d92e07615e6495943aa
TX 328,S0000029Z,753945,03260383A,,11bc7ab4fe7e166aaef1d32b47f696eb5bed644cdc0b5b3cbe8e1eb67a0bf6b9
TX 329,S0000039Z,60019,01326755W,,3c61c5b23f025212955731ce3d63c0d4e0ca0c38847b0901dba555febd7d3dd3
TX 330,S0000029Z,132117,251155458M,,345dc27a2930276d8f5fa9d774e3d2461cced75a8b26026caff46210b9d87f3c
TX 331,S0000032Z,732516,251058254E,another one,e19f5bad9bd7f29ae1676524d5c3848d120c2c21c6ab7d3f5675e089ab7cdf12
TX 332,S0000005Z,549777,199556151G,another one,de09b2e4caa173d4fbbdaa626f230c61d658bc4dbc39f5926c8a0b656f5a98b0
TX 333,S0000038Z,151855,199556151G,another one,cf70411fe13f18bbe5cda2234ad753141d58b066f616d5bd0d0a2721570341af
TX 334,S0000003Z,974734,02871013E,how is this,ace6fe7f02289d2a52980598a3ddc854d8ef7193a61893c0b5a46d2e4fd47089
TX 335,S0000000Z,426738,01326755W,,9fe651578f44de457d84d68332ff4f3c9d12dcade2aef51b2b3d27932c704a2a
TX 336,S0000026Z,936346,251252573E,,4662461d8841d7b9cabfe8d539276589b197d98106aa119fe630ea1f892b0351
TX 337,S0000037Z,306683,03312135B,another one,807a4b02bc5b3304715fe9bb4dbd16758226c3e703f18071a6f71b3731c5f50f
TX 338,S0000035Z,967486,03558932K,how is this,4682c298081c8fb8d2dac4e84e7f6cb46d994a4521626d385fb521e1549445f1
TX 339,S0000006Z,370002,255655587W,another one,54cf181fc8d04d7e0880b8dd357ea1c8f324ae72a2fd25eaf9abda3ae5868bca
TX 340,S0000042Z,655091,42939155E,,0c9c83bf533ecb61d99c3560d9fa5a690bf18876bfe1a14451d89a13a4d92c15
TX 341,S0000041Z,973418,03112086J,how is this,bc89753a63721a4f3aa9561c9316c93ad6aad81f2e6e790c95d6dd1009df3cc4
TX 342,S0000003Z,616297,255355835D,how is this,1169d972b57d3831e7b19b19e0b3b463b0fdeeb0a5a94fa31f995c9712d87082
TX 343,S0000027Z,988022,37090055C,how is this,fda7e7a520ae11e5661c5a643b7764722e01f9a925648fabaacfdc9f03d1d46b
TX 344,S0000041Z,245018,03112086J,,a953c887a0f3278145787963c4a00402773631606a50e0b5a13a956e442c2266
TX 345,S0000030Z,170855,03558932K,how is this,be7eabc4db5740cea7c2cfa651619047550a0669bc63a7023f742182c497c738
TX 346,S0000023Z,922766,57807155J,,60020e2a627a1c3e0024f2025b2c0b74e966233d3cf87cd9bd4612ef036998f2
TX 347,S0000041Z,909647,03154538X,,53ad20c97c0d30c2951f6e4bb6098bb9f01131bd20817353430831e2bbf9145b
TX 348,S0000048Z,610570,02960391E,how is this,b40ca6ab016cc513d43d6bc37d3f33eed74fc850d56c31c4dc28bfa44ba619bb
TX 349,S0000027Z,313410,03151049A,,5cb4ad300c827cc541d4267975e98e88d748e427e72a2bf111d248a2f1176875
TX 350,S0000038Z,178347,255722125M,,cc085cfb0382f48bda6d543f285f9dcd7de5bbe38e942cf0829d9e858e03bd63
TX 351,S0000028Z,674026,T58LL5834G,another one,1ab2c7dad350eeb887cee830fcd62e5e6288c7edd1ffd6fcf731b432f87fd9aa
TX 352,S0000034Z,884974,01326755W,another one,22165692fb2082494e79c2cfd592a9183430ae705329595bc353f6ad00372d91
TX 353,S0000030Z,715438,251055173W,another one,b8bf19678f642a5e69034ca142c0159cd0f8b2bc663beef970f26566fa623afc
TX 354,S0000029Z,579361,03274191M,,b5002523d727a56becba909e89d85e5e41f800149bc58e0c17dc53ff4885812f
TX 355,S0000038Z,228084,03575224W,another one,7b865e61dc5d4e57e5a81f838993b35971c49531cdfe7cf515aafac303b443ef
TX 356,S0000015Z,526620,T10LL2533J,another one,ff0f94da0503992e03e0539c32b1f268103aefe69cdc92b3e46fded52a94c6b9
TX 357,S0000039Z,282594,03503615B,another one,1fc3da18d9089b064c9f8adacf2bdb200ec9f4a27c2c120a5e9f605dc2029ebc
TX 358,S0000021Z,319617,198555585Z,how is this,f241e1c1848561dfaf2a6febd78fa6b7a8b2320a6c7bc2c7561a503e59436c03
TX 359,S0000011Z,122544,255711625K,,60b657649c251e1b7994f5088f68a6cf9dd4fe56259808e961b1523925855929
TX 360,S0000036Z,933613,33071755D,another one,2214cbbeccd24df6fa7b698b66ef9e71e0d049888ff36a0dad6ad9b559fbe93a
TX 361,S0000023Z,672130,251058254E,,cc7e4bb40dedb95f70b7ec2fde837c105b7ca293b17a4298e9cd461fd5464bff
TX 362,S0000045Z,294898,197352106Z,another one,753ffb16ff98b0559e22e366df92434b37d5f7ad692466c7111ebab906855396
TX 363,S0000036Z,265937,25703355L,,2452c4d8793cc9b6a5b737ee6d48ee01503ef8a437e259b347bf0c9833154efe
TX 364,S0000046Z,983426,255722125M,,10c0d36cce41d64ce665b0fee0e45421ad63273c6c721e402b580514f88566a1
TX 365,S0000045Z,295639,03171778W,how is this,5e09be472c725cca2eec4e32dfb750217252a756eac348f444702dfbd983a41d
TX 366,S0000025Z,113751,251041107E,,b2528b3b47f37a6a907d95d367a596aef9577fb865c6ca7efc97192b34583c58
TX 367,S0000014Z,284925,03274191M,how is this,8bcd3a2bfd0bcee3814887ede29910023a6faed7a8cb642cb0ca977a48a64f74
TX 368,S0000036Z,444306,02844776M,another one,13235fb40f0fe94baafe6fb6bfb458a046aa3633a5c25c38e0e684229da522d5
TX 369,S0000022Z,708031,02996473B,how is this,e688ad0cd25553c6550243bb0a742091281d2f1d788f332055c03d4d53925834
TX 370,S0000000Z,522489,03328428K,another one,0d5230c3448a27fd8abdb5841de38c99e1de13a0a2931db77f08b4b5f2e2e905
TX 371,S0000019Z,54920,03131641J,another one,03ca993182f0f91762967fbfd1c8d61b0c20da1be6896c83875ea413fbd4a51e
TX 372,S0000014Z,774854,02934765A,how is this,c96ed6d85606368b9a6149e84e681ea1be51e6fc7984fc2072b94ed98641e9f1
TX 373,S0000019Z,756950,02932444W,,da324b6d1a151b2986f1550b2cd25d6aaca748ad028d88bb3445bde93389da24
TX 374,S0000016Z,38030,02802712J,another one,2b4f866efe1fd2f3f5c08d30c9a54adf1fb90d4b2010bbcb6198f361b0ecd381
TX 375,S0000025Z,977057,251125007R,,9d35e5b5df818eedec2d19ac55b60a5f96cb8ae233367f6918dc85fae0b62e0b
TX 376,S0000013Z,574958,03166265L,how is this,e7881db565d1370bd5c9a89b74e2ef1fe967175ed70dcbaeffeb70d6b0409e4e
TX 377,S0000037Z,599819,197851942C,,282d357775a19bef33b0b9a93424e1d37e2509e8a667f8f14d981ba69c9f7f2b
TX 378,S0000013Z,759962,251125007R,another one,be71b6a58fa1fdaafb2745e2357087359e36af7effc7af5c32688dbefc1b812d
TX 379,S0000010Z,326367,02932444W,how is this,94e2ab126a13bbe84638f78b8b30c2fb0cb82bf46ea63ff15c5356ae37c01912
TX 380,S0000005Z,299886,02802712J,,cfb6aae38f9bbd519eda6531860e975cb5809effd89c055ff28c99819b92bbbb
TX 381,S0000014Z,493110,02850438D,how is this,bc777a0a0eedd02ebbda5a0d9f0e3dfffd93e667ab2a380a4cddac8742685094
TX 382,S0000040Z,285363,44636355J,another one,d07a3a946d641243e2e2e9c91b59b6c5eb0b6010716782a591cd6a9cd70c0829
TX 383,S0000010Z,694548,T17LL5546H,how is this,612ddf223d7d8fa966cb00157cd16ed40a839232893104c5e91559f4482426b4
TX 384,S0000033Z,383380,251921845R,how is this,4946f3288261aa21d21e9a1adaac1da982c0961a06484031ffcc8a987dcef0b0
TX 385,S0000026Z,621067,01326755W,another one,9389b3e514eb5fc3669779cc9ce692ce34a47085bf04c76c7d55a97433a4a915
TX 386,S0000045Z,670488,02850438D,how is this,79d47e964df03120eb65d7d47d5c467b3e1f585a6c3d76d5144f957e84ed5d66
TX 387,S0000046Z,886903,199751445N,,b69872ec447481687819022f6eeb36010c39dc81987014b350029cb05d1e4c5d
TX 388,S0000031Z,525630,251526162K,another one,10835746bd782b0ed8a74b7a2ef5b0d76d48143a243737e88f95da6ad69a7688
TX 389,S0000041Z,152085,255812206R,another one,65a0e7b32dcbc9a1ed7456a3505a945df40a2527963251e046bcd682c2f28b92
TX 390,S0000014Z,666645,251526162K,how is this,369ac05e4a58e75fc3bf6fb258cb476268dbf55092610af2a3c944de7b8e3daf
TX 391,S0000005Z,721730,02933481W,,309b659167de733819a161d9786a4d9d54b91322035658b8fdea02b9411d4730
TX 392,S0000004Z,467136,T10LL2533J,another one,9d619a00ec0222504fc4d354dc5f4149d8c624fd02b8d959b214548f84e055ab
TX 393,S0000020Z,15251,251921845R,,ec07b7b17309899304e061c5ed58ba791ddaf939607215ae2dddf0c0a67e64d2
TX 394,S0000042Z,389659,03506086B,how is this,4ed033fdb1842bd1057733155fb61b738999f4bb61eb020af3afdc07989b9987
TX 395,S0000042Z,278193,03274191M,,5c2eee08e19b970b3258cbb6cd06a0a347f47b00dfe2c4c0f373717f8379b5ca
TX 396,S0000046Z,452251,03558932K,another one,6ea3df4c45fc6b65c7294f2dbe9a6c6ac430eca8e961f904df71207877175696
TX 397,S0000040Z,592470,251155458M,,e0e8cb86e267eedda7f9401200e27a42cabaced0ce87517fb96cb0392ace1d6c
TX 398,S0000017Z,682133,02850438D,another one,832afdd1fe7582ec79c900431f36ffd39a23a54dbf654e9607a343cbac2a9caf
TX 399,S0000007Z,759872,197851942C,another one,65b8df8f84d6425595d7724c3fa708dc0bd2881a863caf4904ed35dad5b33ae2
TX 400,S0000044Z,31149,35554555L,,95090f0d5515ab7100d53fceb2e77ba5fd93174a7237e27eb6fcb2f2cbd02000
TX 401,S0000021Z,686700,197752734N,another one,e9e3d979909e647c549bb4e63cd4ac362432e26aa28dda046c706152f1401864
TX 402,S0000018Z,705877,03131641J,,57fc56ff839336bc5556ad25270afdddef490d6ab76778bf373a798f4a61a191
TX 403,S0000002Z,385121,25321855X,how is this,2b783088d31bf689c2c78b3304c50ca86e9e633fa09ed84eba4a87bcf17d5710
TX 404,S0000010Z,221175,255813204K,another one,3d83be74a3cddabad185ea0afa60b4955ca7af142ae6351778f2ef8688acaf26
TX 405,S0000006Z,762837,T17LL5546H,another one,74aab7e4496b5189a8de3acd0ec88f91bc82b2d953b4122843dfc353780ad869
TX 406,S0000026Z,36715,44636355J,,16e34ec25351393018e51d8f7510994803518d5bfb294639f74c8cd803d365a3
TX 407,S0000023Z,9566,33071755D,how is this,4982c84ea9264fc70d5dd20834bc2b6540ee16739f73708952d12664dba99266
TX 408,S0000043Z,287819,03260383A,,967a850d1ae10c22552d7b215981b00f38bd07bea8240f719ac399ac89a59f3a
TX 409,S0000001Z,914692,251718883H,how is this,39c27a16c81f01327e1b2bf7443be176d08e0e640edd3870d0f88f39d0ded215
TX 410,S0000025Z,507331,02933481W,,f8e9deb71f946f30d1559387b1e494b386545e65e227e93808c163217a2bdda2
TX 411,S0000021Z,855908,255052709M,,1a3133a480ba08fa7d8de304af50eb99bcad6581bb4f59f7931471c2c9893481
TX 412,S0000008Z,476085,197851942C,how is this,0fd8c576fa99e370176fff16ae1ba6eab0bc433af8b5ab3c1b6b4cea6d780abf
TX 413,S0000039Z,397950,03132389K,,c86e31c114e3f586798195f7d2dce21a81f8be1457fe0ebf6638b25c7c220232
TX 414,S0000021Z,388455,251317802H,another one,f7a5cb20e6d20ec9e329893413583075e053f2c96f7e35b3646a4a46ba852062
TX 415,S0000011Z,217783,02879120K,another one,b2dd18a28b423bf00204a7b612e6c2e6447623cda6a7af2dc2f8845a80f8c7c7
TX 416,S0000038Z,359544,02915915K,,019a648872fcb5df2eeaaadea7a8c1f62c0cc01a79370c43b440f65dc2b8c3d0
TX 417,S0000020Z,202692,03151049A,how is this,baa473ed6e862d428bc091cb792752ecb8bf1354075bd0d91703388c2c941a74
TX 418,S0000025Z,51721,02932444W,,1f0a296d61ef6e9ac62a296508ce6e5309f666373af258f2f90e2d2a782648b1
TX 419,S0000042Z,239989,02932444W,another one,a9b2dd19fbb000a75f2c0ccffbc6b2b2fe55c97471a26295b95ccd96a8395542
TX 420,S0000021Z,313577,37090055C,how is this,7661052c64f0693d2537bdecb6e87fb0181d057cbe7c952b8245a23568caf594
TX 421,S0000015Z,722826,255722125M,how is this,fdc17d21fed36c46bce891032b91dd1c545eddd96c35220271a3feedd6e6d2ce
TX 422,S0000002Z,142624,03506086B,another one,69872987e3ce922bbf075c88bc41e322ae84a3b32272e02b4d65b8c1bc339a56
TX 423,S0000009Z,518673,255711625K,,e6dc56f03c09d2602574d695a79611c5416580871a23bea7d7a537d1c1baff55
TX 424,S0000019Z,671730,02996473B,another one,449a3cb5727de21f12a63e2d7f797af3b983d58b10e2446c34b0b6dadbc624f5
